,sentence,sentiment
5125,in a separate announcement to the helsinki stock exchange atria revealed that the company s third quarter profits declined from m in the third quarter of last year to m in this year s q,neutral
5126,the finnish group anticipates a sales gain of after tax and expenses,positive
5127,operating loss of the pulp paper machinery unit was over mn in september august compared to a profit of mn a year earlier,negative
5128,in the baltic countries sales fell by and in russia by in terms of euros and by in terms of local currency,negative
5129,bid for mr runs into trouble,negative
5130,the fair value change of investment properties was mn compared to mn in the third quarter of,neutral
5131,the company plans to expand into the international market through its subsidiaries and distributors from onwards,positive
5132,the investment would be some,neutral
5133,according to finnish insurance companies local insurance group and the two fierce storms at the end of july and in the beginning of august that felled trees around finland have speeded up sales of forest insurance,positive
5134,gld on closer inspection resistance points north at d and downward chart of,negative
5135,in sweden the agreement covers data communication services as well,neutral
5136,kep breaking out when the market pulls back,positive
5137,the latest date for registration is on april,neutral
5138,mr currently serves as the manager responsible for abb oy s system modules for low voltage drives,neutral
5139,pretax profit totaled mn down from mn in,neutral
5140,the rationalization of the operations seeks to achieve over million in yearly savings as from the second quarter of the current financial year,positive
5141,s delivery will include a complete coated board line with related air systems and two winders,neutral
5142,the reductions will be concluded by autumn,neutral
5143,the company also said that its board of directors has proposed a profit distribution of per share,neutral
5144,sells k april,negative
5145,please inform ir johanna of your participation no later than april at am a telephone conference for financial analysts and investors conducted in english will begin at pm finnish time,neutral
5146,the bank forecasts finland s will grow by in and in,positive
5147,shorts made a killing last couple days might make more if cover and buy back,negative
5148,aug finnish media group hel ilks said today its net profit fell on the year to million m in the first half of,negative
5149,chief financial officer jim said beyond oblivion is in advanced talks with the four major recording companies about its service,neutral
5150,in addition the production at the factory will be stopped at the beginning of april,negative
5151,e s building system service had revenue of in,neutral
5152,most of the increase in net sales was due to the acquisition of swedish silva that produces garden tools and boats,positive
5153,budapest august finnish electronics maker will lay off workers at its plants in s hungary at the end of september because of falling orders communications director for s local unit told on monday,neutral
5154,the product range includes marinated olives cold cuts and pates for example,neutral
5155,noted that its voice supply chain technology approach enables to integrate with warehouse management systems,neutral
5156,yahoo inc has introduced a new service that enables malaysians to take their favorite internet content and services with them on their mobile phones,positive
5157,of these shares are held by the company or its group companies and the number of outstanding shares and voting rights attached to the shares thus amounts to,neutral
5158,will also build an aqua park with wellness area a restaurant and a ice arena,neutral
5159,p bull flag on the daily earnings on the table tomorrow straddle this one into of vol guaranteed here,positive
5160,sales slip again as price pressures take a toll,negative
5161,since the association s data do not cover sales figures from about small local breweries and sales of imported beer products the actual market shares of its members are smaller than those given in the report,neutral
5162,the deal is in line with s strategy to operate as a partner of global customers and provide industrial technology design services,neutral
5163,according to finland the plan is to increase s net sales to mn to mn,positive
5164,watch these holding up relatively well compared to the broad market bac gs c large c buying in bac in,positive
5165,the divested company is part of s business area government manufacturing retail,neutral
5166,was cautious about being too optimistic to the second half of the year,neutral
5167,the seminar introduced modern clean technologies and products financial tools and sponsorship programs for energy and environment projects as well as the potential to develop clean energy in vietnam,positive
5168,in the reporting period net sales rose by to m due to the business acquisitions realized during the first half of the effect of which was m in the review period,positive
5169,apartments of home may be purchased in regions of russia where subsidiaries carry out their activities moscow and moscow region st petersburg and,neutral
5170,bone earnings stocks poised to pop,positive
5171,finnish has raised its net sales growth estimate for from over to over,positive
5172,launches new takeover bid for banco bpi,positive
5173,stock exchange announcement july share subscriptions with warrants and increase in share capital a total of shares have been subscribed with warrant program,neutral
5174,finnish a systems supplier and contract manufacturer to the communications sector and the electronics industry reports net sales of mn in the first quarter of which are only a per cent smaller than in the corresponding period in,negative
5175,entertainment one dispels takeover rumours,positive
5176,the dividends payable annually shall be deducted from the share subscription price,neutral
5177,new product launches in finland will more than double from,positive
5178,this assignment strengthens s position as an international provider of engineering and project services to the chemical process industry,positive
5179,our customers come from the following countries usa spain france italy germany china sweden norway netherlands austria belgium switzerland czech republic serbia finland canada russia ukraine portugal denmark ireland south korea estonia and liechtenstein,neutral
5180,sports is a lebanon new hampshire usa based distributor of eg ski shoes and skis ski poles start ski waxes and now also skis,neutral
5181,germany has been awarded a contract by for chassis bodies under open procedure,positive
5182,reported operating margin was a negative,negative
5183,the purchase price was not disclosed,neutral
5184,expects its net sales for the first half of to be less than in,neutral
5185,finnish pharmaceuticals company orion s net sales rose to mn in the first quarter of from mn in the first quarter of,positive
5186,the company is well positioned in brazil and uruguay,positive
5187,upside moves in the volatile mining sector sending anglo american aal up as of pm london time,positive
5188,sales were down per cent in finland and up per cent abroad where sales were lifted by the strong growth in sales in russia and lithuania,neutral
5189,fb down from this bearish pattern considering the bullish sentiment thats an impressive bearish move,negative
5190,that would be an increase from estimated sales of million last year,positive
5191,according to the new technology solution network building costs are by lower than that of the building of g networks operating at mhz frequency,positive
5192,to be number one means creating added value for in everything we do,neutral
5193,number of offers received for this contract is two,neutral
5194,donations to universities the annual general meeting authorized the board of directors to donate max,neutral
5195,it expects revenue between billion and billion compared to analyst estimates of billion,neutral
5196,gets hong kong regulatory nod to firms to become members,positive
5197,the diameter protocol is developed according to the standards and,neutral
5198,underground parking facilities will also be built on the basement floor,neutral
5199,dish weakness continues again area resistance after last week,negative
5200,new positive timing signal on today please signals,positive
5201,the representative body of swedish meats approved an improved offer from finnish to acquire the company,positive
5202,s sales are expected to have increased by to in the second quarter of,positive
5203,weber convinced his friend ray who owned a lake street sporting goods store to sell the lures,neutral
5204,is now beaten down hated etc opposite of what happens next,negative
5205,the most significant challengers in the market are and,neutral
5206,the district court of helsinki dismissed all charges as the court of first instance in,positive
5207,bk amplifier products will be used in ongoing capacity upgrade of s network to,neutral
5208,the business units of the group cover the full forest industry chain and the group owns forests sawmills paper and pulp mills and other processing plants,neutral
5209,previously the company expected its financial performance to remain at the same level as in,neutral
5210,insurers admiral blows hot and cold but soars life merger,neutral
5211,retail giant kingfisher reports solid start to the year,positive
5212,maximum amount of terminations in finland is employees the company added,neutral
5213,yeah lets go down to s,negative
5214,the company s scheduled traffic measured in revenue passenger grew by just over and nearly more passengers were carried on scheduled flights than in february,positive
5215,validating our client through signed represents a significant step forward in accomplishing this goal,positive
5216,bay working on a couple daily should continue to the downside,negative
5217,royal mail gets mixed bag from postal regulation report,neutral
5218,which is based in lithuania s city boosted its sales last year per cent to million liters,positive
5219,the trade is in accordance with the agreement announced on march,neutral
5220,initial estimated total value of the contract was euros excluding vat,neutral
5221,shell and bg shareholders to vote on deal at end of january,neutral
5222,after completion of the acquisition s oil and gas expertise will cover multidiscipline engineering and consulting services across the complete oil and gas asset including deepwater engineering services,neutral
5223,has awarded contract to for financial systems software package,positive
5224,the order was worth mn,neutral
5225,ibm staying strong,positive
5226,crus upgraded to a buy by alpha street research,positive
5227,apple up almost from its february lows with very little fanfare,positive
5228,rio swings to loss drops dividend policy,negative
5229,says the sale will return its operation to profitability,positive
5230,isolationism another sell rating sell ratings on spy and several companies apple bac,negative
5231,due to the rapid decrease in net sales personnel reductions have been carried out on a wider scale than initially expected,negative
5232,in sales volume s market share has decreased by to,neutral
5233,lt s net profit for the whole dropped to million from million for,negative
5234,the order consists of application management support and planning for and applications,neutral
5235,group net sales in the third quarter of totaled mn and operating profit mn,neutral
5236,headquartered in helsinki in finland develops and manufactures electronic measurement systems for meteorology environmental sciences traffic and industry,neutral
5237,spy looks like bear traps getting laid faster than creme eggs by the easter bunny,positive
5238,estimated in its annual general meeting that will be financially a tough year due to large investments,neutral
5239,furthermore the company will sell the warehouse and office buildings in and saint marcel and lease new joint premises for these operations in,neutral
5240,sales of beer decreased by,neutral
5241,abn now represent of the voting rights and share capital of,neutral
5242,the company has employees and annual sales of approximately,neutral
5243,according to s this transaction will enable the company to proceed swiftly with its restructuring program,positive
5244,baba may take a few days months watch what happened to fb after they needs to washout to hunt well need wait stalk,neutral
5245,in the deal is likely to bring savings of,positive
5246,new delhi july timo and of m real finland have developed novel markings and methods of producing the same,neutral
5247,international operations accounted for over of net sales,neutral
5248,these financing arrangements will enable the company to ensure in line with its treasury policy that it has sufficient financial instruments at its disposal for its potential capital requirements,positive
5249,gild chart with back over support,positive
5250,as a result of the negotiations the employment of blue and employees at the plant would be terminated,neutral
5251,operating loss amounted to mn compared to a profit of mn in the second quarter of,negative
5252,the order also includes extensive maintenance work of a shoe press delivered by in,neutral
5253,thanks to the internet consumers compare products more than previously and finnish companies are not competitive,neutral
5254,operating profit totalled mn up from a loss of mn in the fourth quarter of,positive
5255,the real estate company posted a net loss of million per share compared with a net profit of million per share for the corresponding quarter of,negative
5256,earnings per share amounted to a loss of,negative
5257,the biggest sellers in the chain s supermarkets in finland are organic tomatoes carrots eggs and meat products,neutral
5258,long,positive
5259,the divestment of s margarine business in may gave the company a clearer focus on products,positive
5260,the total value of the project is valued at bn bn bn,neutral
5261,i think this bubble might go on for some time so long as ppl love the cars they might keep getting funding,positive
5262,when the product is manufactured in finland it is also packed in the country,neutral
5263,continues to consolidate above previous break out area,positive
5264,i m not sure what s happening,neutral
5265,adp news nov finnish ac drives manufacturer said today that it had set up new representative offices in and ukraine to serve the growing markets in eastern and southeastern europe,positive
5266,has inaugurated its manufacturing plant near on mar,neutral
5267,issued a profit warning on april,neutral
5268,the contract includes design construction delivery of equipment installation and commissioning,neutral
5269,the contract of mr jarmo the current general manager of s indian operations will finish by the end of the year,neutral
5270,generates annual net sales of about and employs people,neutral
5271,finland s leading metals group said its net profit more than tripled on the back of strong global demand for stainless steel soaring base metal prices and proceeds from the sale of its technology unit,positive
5272,trailing months operating cash flow rose to billion free cash flow decreased to million,neutral
5273,it posted a turnover of euro and an operating profit of euro for,neutral
5274,the dismissed staff members will now take the matter to court unless it can be settled outside,negative
5275,revenue up nearly,positive
5276,started the manufacture of roofing felt in and the production of asphalt in the s,neutral
5277,builds housing in moscow and its surrounding cities,neutral
5278,the value of the deal exceeds the company said,neutral
5279,the period s sales dropped to million from million according to the interim report released today,negative
5280,a systems supplier and contract manufacturer to the communications sector will give notice to productional employees and temporarily lay off employees at the company s plant in in finland,neutral
5281,the rate will gradually reach at the end of according to s economic outlook,neutral
5282,symphony services provides development services for gold,neutral
5283,we have a license agreement with corp which in part expires on april,neutral
5284,the divested stake represented about m shares in s capital,neutral
5285,bounce right now has no vol more vol when it slid,positive
5286,pacific office properties trust acquires owns and operates office properties in the western us focusing initially on the markets of honolulu san diego angeles and phoenix,neutral
5287,in finland the five largest brands control of the beer market,neutral
5288,molybdenum of canada has ordered grinding technology for its molybdenum project in british columbia canada while zinc of has awarded a contract for grinding technology for the project in,positive
5289,as part of the transaction the paper mill remained in s ownership and continued galerie art production for under a contract,neutral
5290,delivery is due in the second half of,neutral
5291,the agreement is valid for four years,neutral
5292,finnish shipping company of the group reports its net sales decreased to mn in from mn in the corresponding period in,neutral
5293,it also has strong assets in electronic media employing an increase of percent on last year,positive
5294,many of the commercial vessels had got stuck in the narrow bay of where the ice is thicker and around the islands,negative
5295,the venture which will be owned by and by will operate an inorganic coagulant manufacturing facility to be built in in the state of andhra and to kick off operations in the second half of,neutral
5296,there did not seem to be enough hours in a day for,neutral
5297,aug gawker media delivered by if you love fishing video games but felt that there just was nt enough wackiness involved then s we fish might just catch your eye with its hook,neutral
5298,cardona slowed her vehicle turned around and returned to the intersection where she called,neutral
5299,the manufacture of will be undertaken at the existing export oriented unit at s factory at near,neutral
5300,i see a percent upside in fb shares from here,positive
5301,in diluted loss per share stood at versus in the first half of,neutral
5302,chime communications set to be acquired by and providence,positive
5303,profit boost on strong sales,positive
5304,no other devices were involved in this action,neutral
5305,capital expenditure on energy efficiency has unfortunately fallen along with the decline in the economy,negative
5306,founded in the company uses a collaborative project approach to improve financial institutions revenue streams,neutral
5307,under the agreement will provide hotel information and reservation services to visitors to china including such popular cities as and shanghai,positive
5308,markets its products under the trademark,neutral
5309,finnish consumer packaging manufacturer said it swung to a net profit of euro in the first nine months of from a net loss of euro in the same period of,positive
5310,homebuilders breaking below support watch this one spy,negative
5311,besides we have increased the share of meat in various sausages and are offering a number of new tastes in the grill products and shish kebabs segment said,positive
5312,like t for a breakout long as well getting through the and ma could see it run,positive
5313,helsinki finland sept globe expands the company s rd services and establishes a new design unit in connection with site in,positive
5314,i got bored and took my proprietary profit exit i didnt like the option liquidity and lousy spreads,negative
5315,also in latvia we act as a partner for bakery customers in both production and product development,neutral
5316,the total donation amount is,neutral
5317,the facility will be used to refinance s existing credit facility the company said,neutral
5318,finnish real estate company said on april it would build harbour service center at the port of helsinki,neutral
5319,in the building and home improvement trade sales decreased by totalling mn,negative
5320,and that s exactly what happened on a recent weekday when an east haven baker was brought in to remind residents about the easter tradition of making wheat and rice pies,neutral
5321,the company moved to an operating profit of m versus an operating loss of m it also turned to of versus loss per share of,positive
5322,the costs of the new vessels are lower than those of the present ones,positive
5323,the deal also includes a maintenance agreement,neutral
5324,mining company mining a nickel mining business has installed its second production line at its metals recovery plant on june,neutral
5325,the transactions would increase earnings per share in the first quarter by some,positive
5326,market data and analytics are derived from primary and secondary research,neutral
5327,buy programs popping for close print cheap money means higher stock prices spy robot buying,positive
5328,would focus on the development manufacture and marketing of standard products for production automation,neutral
5329,crucially the decision to use european telecommunication standard institute backed adds to the growing list of operators and equipment manufacturers opting for the standard see global january competing technologies vie for mobile tv,neutral
5330,in addition signed a maintenance contract for the escalators,positive
5331,the size of the extension of which already has been let will have a gross area of about sq m sq ft,neutral
5332,the new location is nt the only change has in store for its air transport service,neutral
5333,other potential clients include public administration organizations investing in utility networks and services,neutral
5334,the steelmaker said that the drop in profit was explained by the continuing economic uncertainty mixed with the current drought in bank lending resulting in a decline in demand for its products as customers find it increasingly difficult to fund operations,neutral
5335,the ea group posted sales of approximately million kroons for,neutral
5336,share price subdued as bank faces fresh forex probe,negative
5337,the markets expect to sell as a whole or in parts,neutral
5338,in addition to the corporation he is also currently a member of the board of the following companies corporation profile vehicles oy and oy,neutral
5339,the total investment in the plant extension will amount to around million euro and s share of the investments will be worth around million,neutral
5340,last year cut production closed mills in finland and slashed jobs,negative
5341,currently the plant operates on full capacity,neutral
5342,the report profiles companies including many key and niche players worldwide such as black decker corporation corporation brands inc outdoor products inc group technologies inc the company and van group inc,neutral
5343,walter investment management corp receives a sell from compass point wac,negative
5344,the move will be carried out by transferring s property plant equipment as well as its holdings in subsidiaries and associate companies in the country to finland,neutral
5345,it wo nt happen overnight,neutral
5346,chief executive officer s changes on tuesday mark the third time in nine months the company has reshuffled executives and operations as loses ground to apple s and rim s blackberry,negative
5347,deutsche bank cuts,negative
5348,irish housebuilder cairn homes plans london listing,positive
5349,the rewards to be paid on the basis of the earning period will correspond to the value of a maximum total of corporation shares including also the proportion to be paid in cash,neutral
5350,s manager jarmo said hiring of equipment and machinery in lithuania differs from the other baltic countries in that in lithuania still many public structures such as roads bridges airports and shops are being built,neutral
5351,operating profit for the quarter amounted to m on net sales of m,neutral
5352,pos been saying it for years going lower forget about it or go short,negative
5353,paper company calculated that if biscuit cartons are made using a lighter board the co saved over the course of months would be equal to that generated by driving km by car,neutral
5354,the company expects to open its first online shop in the us in the summer in,neutral
5355,the moscow metro was the first metro system in europe to implement smart cards together with a new type of magnetic card in,neutral
5356,small firms are suffering at the moment because they are likely to have money trouble he added,negative
5357,net sales revenue per passenger is expected to increase,positive
5358,return on capital employed was a negative compared to in,neutral
5359,indigo and serve subscribers and had a market share of approximately as of may,neutral
5360,i warmly welcome michael to,positive
5361,share price group mulls takeover of entertainment one,positive
5362,operating profit for the period decreased from m while sales increased from m as compared to the corresponding period in,neutral
5363,the most significant capital expenditure items were in the global enterprise resource planning project product development and production machines,neutral
5364,said in court papers that the union action delayed repairs to elevators at the federal courthouse on jan and the state office building on jan,neutral
5365,rd red day in a row,negative
5366,operating profit totalled mn up from an operating loss of mn,positive
5367,according to finnish financial services group s danish bank s acquisition of bank for bn was the largest cash deal in finland s economic history,neutral
5368,a developer of security solutions as a service through internet service providers and mobile operators announced results from its annual online wellbeing survey,neutral
5369,in december alone the members of the lithuanian brewers association sold a total of million liters of beer an increase of percent from the sales of million liters in december,positive
5370,was the market leader of manufacturers with a market share of down from the corresponding period in,neutral
5371,credit agricole sa epa,neutral
5372,finnish has published its new strategy for the period with the aim of growing together with its customers,neutral
5373,the veneer and plywood industry in sweden is quite small despite the raw material resources,neutral
5374,finnish metal products company hel said today its net loss narrowed to in the last quarter of from million for the same period a year earlier,positive
5375,viking will pay million for the new ship which will be completed in january,neutral
5376,aims to find work from the group s other locations for those who have been made redundant,neutral
5377,according to the company in addition to normal seasonal fluctuation the market situation has weakened during autumn,negative
5378,according to some of the purchases that had been scanned into the cash register computer disappeared when the total sum key was pressed,negative
5379,their names have not yet been released,neutral
5380,also it is bringing in the right kind of people to upgrade its human resources,positive
5381,has previously published a stock exchange release concerning the deal on february,neutral
5382,update director accused by us of illegal tips to plumber,negative
5383,lg completes largest medically underwritten bulk pension risk deal,positive
5384,s operating profit excluding nonrecurring and imputed items for the second quarter was m down from m a year ago,neutral
5385,mainly exports large luxury log houses to russia to be used as houses or holiday homes of sales go to the moscow region about to the st petersburg region and the remainder to other locations,neutral
5386,the value of the deal was not disclosed,neutral
5387,headquartered in finland is a leading northern european food group with employees in nine countries,neutral
5388,i see more downside in next two weeks be careful dollars drop potential vs up moved,negative
5389,they would invest not only in the physical infrastructure but would also provide knowhow for managing and developing science and technology parks said sunrise valley director,positive
5390,favourable currency rates also contributed to higher net sales kari said,positive
5391,oil corporation refining operation asset summary report summary oil corporation refining operation assets summary report is an essential source for company data and information,neutral
5392,union and company officials did not return calls yesterday,neutral
5393,adp news finnish handling systems provider hel announced on friday it won orders worth million m to deliver to jordan morocco and ireland,positive
5394,german ag s hamburg branch and us morgan participated as arrangers and dutch ing inga as,neutral
5395,global life science industry is strictly regulated by international and national authorities,neutral
5396,offers a good foundation and the required support services for implementing the update project says juha responsible for s web services,positive
5397,the company will build altogether new substations by the end of this year,neutral
5398,the finnish retailer reported to have quarterly revenues totalling mn in the th quarter up from mn loss in,positive
5399,his resignation will take effect immediately,neutral
5400,her work at included strategically repositioning the brand in the category and a major global relaunch,neutral
5401,no financial detail were available,neutral
5402,following the divestment s outdoor unit will comprise the brands silva and buster and will focus on knives compasses mobile lighting pedometers and aluminium boats,neutral
5403,cf pty became a substantial holder in consolidated mines nl on january with million shares pc,neutral
5404,at had lost to on paris coming at the lead of the fallers,negative
5405,and reportedly will shell out million,neutral
5406,gale breakout coming soon,positive
5407,a in august ordered all production lines for a new green veneer mill to be built in central lithuania,neutral
5408,foundries division reports its sales increased by to mn from mn in the corresponding period in and sales of the machine shop division increased by to mn from mn in the corresponding period in,positive
5409,sp downgrades and on government bailout fears,negative
5410,finnish high technology provider group reports net sales of mn in the accounting period september february an increase of from a year earlier,positive
5411,both mm trends turn bullish today with a resistance level at,positive
5412,isolationism another sell rating sell ratings on spy and several companies bac blue,negative
5413,the expanded company will continue to be called,neutral
5414,the company said that sales in the three months to the end of march slid to m us m from m last year,neutral
5415,finnish energy company has set itself new stricter target limits for carbon dioxide emissions from its heat and electricity production,neutral
5416,the refining margin for the year was bbl compared to bbl in the prior year,positive
5417,a bottom right here,neutral
5418,operating profit rose to mn from mn in the corresponding period in,positive
5419,weakest in todays dt,negative
5420,tesla voluntary recall of model x vehicles due to back seat issue,negative
5421,the manufacturing will begin in in the beginning of the year and the delivery will take place in october,neutral
5422,finnish electronics contract manufacturer reports net sales of mn in down from mn in,neutral
5423,the customers will have an access to integrated propeller and gear packages from one source,neutral
5424,the order contains among others control valves and instrumentation as well as complete mill engineering and electrification with drive controls,neutral
5425,lodged counter claims against oil totaling some primarily based on work carried out under the contract and additional costs incurred due to prolongation of the project,negative
5426,the reductions will be implemented mainly in the course of the first half of,neutral
5427,put the chum out there at key support then next level down careful,negative
5428,works has invested in its product development and market research,neutral
5429,sales fall as march of the discounters continues kantar,negative
5430,the first quarter was as expected and was in line with analysts forecasts,neutral
5431,employs and expects net sales of some euro for fiscal ending april,neutral
5432,at a press conference board chairman nils explained that had been chosen for its experience in the it sector as well as its financial strength,positive
5433,the shares represented of total share capital and of total voting rights,neutral
5434,mobile data transfer is expected to increase explosively in the era,neutral
5435,finnish cutlery and hand tools maker abp hel said today its net profit rose to million m in the third quarter of from million a year earlier,positive
5436,ren bottoming out again good time to buy,positive
5437,in addition the delegation will visit finland s investment fund and headquarters to study s activities,neutral
5438,workers in ml will be affected by the closedown,neutral
5439,construction is scheduled to start in and to be completed in early,neutral
5440,finnish waste management and cleaning group lt net profit went down to euro for from euro for,neutral
5441,operating loss increased to mn from a loss of mn in,negative
5442,jarmo head of the oil refining business at oil says the situation looks promising from their viewpoint,positive
5443,this is the second successful effort for the financial investor this year,positive
5444,day traders flushed out it should start going up slowly from now on,positive
5445,after fixing our cutting costs and closing the nonprofitable units we are now looking at going forward she said,positive
5446,the transaction strengthens our position in design and branded goods said president and pointing out that the two groups have relatively few overlapping operations,positive
5447,financial terms were nt disclosed,neutral
5448,finnish media group has issued a profit warning,neutral
5449,rubin says he expects capman to announce additional transactions in,neutral
5450,update sells rare cancer drug to for up to,positive
5451,the total investment of the project will be approximately m,neutral
5452,demand for sports equipment was good in,positive
5453,according to the plant s lifting equipment is suitable for asian and for some chinese trucks,neutral
5454,how merger came together in speedy weeks,positive
5455,and oleg who currently manage moron and will hold onto the stake for now,neutral
5456,press release at group is expanding its strategic partnership with bp industrial lubricants services bp by acquiring total ownership of bp s swedish retail company ab,positive
5457,narrows to m mo october finnish software and hardware developer hel or said today that its net loss narrowed to m for the first nine months of from m for the same period a year ago,positive
5458,also said it expects net sales of million for compared with million recorded in,positive
5459,the order also covers design services hardware software licences as well as maintenance services over six years,neutral
5460,the company will pay a dividend of per share a total of mn,neutral
5461,compared with the index which rose points or on the day this was a relative price change of,neutral
5462,we have tailored our solutions to meet s technical requirements and the result is both manufacturing and reflectors,positive
5463,operating income rose to mn from mn in,positive
5464,net sales in were about billion of which international operations accounted for roughly a quarter,neutral
5465,in sales volume s market share has decreased by to,negative
5466,the desk will reach its full planned strength of ten persons in autumn,neutral
5467,one price category is for calls on the preferred operator s network and another for calls on other operators networks,neutral
5468,is preparing an appeal in the issue and has asked the court for clarification of the judgement,neutral
5469,the first charging stations will be made available already in and a whole network is to be ready in,neutral
5470,it includes options for additional communal building sites as well as construction supervision works for all construction sites,neutral
5471,operating profit fell to mn from mn in including vessel sales gain of mn,neutral
5472,the largest restructuring is planned for italy where negotiations on about job cuts are to be initiated today the company noted,negative
5473,at first s services to companies operating in the st petersburg area will include maintenance and material management systems and data collection solutions,neutral
5474,fb shifting on the minute here suspect to take highs,positive
5475,bullish with crossover with and going up above ma res could run,positive
5476,operating profit rose to m from m year earlier,positive
5477,has signed a contract to deliver and install the steel structures for a bridge over the strait in finland,positive
5478,they can be used to control the speed of electric motors used by industry and municipal engineering and in power generation using renewable energy,neutral
5479,share price tumbles as profit falls in challenging year,negative
5480,its important to be pragmatic in prices could offer story the market rolls over,positive
5481,on top of that the us commerce department published construction spending figures for november,neutral
5482,under the agreement has been funding s research activities on the phosphodiesterase inhibitor program since its start in late and has the sole authority to develop discovered compounds,neutral
5483,the tests conducted at siemens center of competence in finland follow the company s production start of base stations for the mhz band in april and complement earlier tests with on the mhz and mhz bands,neutral
5484,says brian burton head of it security,neutral
5485,net cash from operating activities was a negative mn compared to mn in,neutral
5486,the total need for staff cuts corresponds to about,neutral
5487,within the framework of the partnership siemens networks has signed an initial framework purchase agreement with subsidiary mikron which is the largest manufacturer and exporter of microelectronic components in russia,positive
5488,the estimated annual value of the frame agreement is about mn,neutral
5489,the company expects its net sales in the first half of to reach the previous year s level,positive
5490,in addition to its stake in currently owns of shares in web plus and st petersburg in equipment producer and a number of other minor assets,neutral
5491,russia s top container shipping group and finnish logistics company logistics have started a pilot project offering clients direct transportation service from finland to asia pacific countries said in a statement,positive
5492,operating profit fell to mn from mn,neutral
5493,finnish silicon wafers manufacturer said it swung to a net profit of euro in the first nine months of from a net loss of euro a year earlier,positive
5494,r founded in is one of the oldest companies in the world and is the largest manufacturer of lightweight stainless steel scissors in the us,neutral
5495,berkshire discloses units ties to iran opens probe,negative
5496,the aim is to convert the plants into flexible manufacturers of new and technologically demanding products,positive
5497,today we are connecting people in new and different ways fusing advanced mobile technology with personalized services to enable people to stay close to what matters to them,neutral
5498,in the baltic countries sales fell by,negative
5499,for hour news try news click trial then news,neutral
5500,in finland of paper and paperboard is reclaimed,neutral
5501,a total of new shares with a nominal value of per share were subscribed in december exercising the abc options based on the company s stock option plan,neutral
5502,might be selling off ahead of p earnings,negative
5503,the above mentioned shareholders will suggest that a monthly salary of would be paid for the board members outside the company,neutral
5504,arm profits and sales up as shift away from mobile gains pace,positive
5505,contract manufacturing will carry out the manufacturing for these agreements at its factory in near,neutral
5506,cargo volume increased by approximately,positive
5507,hit with lawsuit from russian search engine,negative
5508,action into the close indicates that probably hit a near term high momentum slowing after a huge run,positive
5509,so far the company has awarded more than worth of tools and materials,neutral
5510,however the company saw its net profit for the third quarter down to m from m for the corresponding period of,negative
5511,fined million by regulator over fee failings,negative
5512,finnish management software solutions provider net profit decreased to euro for the first quarter of from euro for the same period of,negative
5513,the bank also expects additional costs related to the dash q jets which the group shelved in october,neutral
5514,the turbines are expected to be launched by the end of,neutral
5515,sep finnish silicon wafers maker hel said it will reduce the number of its clerical workers by worldwide as a result of personnel negotiations completed today,neutral
5516,shell offers percent premium to buy bg for billion,positive
5517,lean system supports change management and component purchasing extremely well,positive
5518,furniture is presently negotiating staff cuts,negative
5519,to see more of new haven register or to subscribe to the newspaper,neutral
5520,production levels have been agreed with producers a long time ago so a fall in consumption will lead to losses,negative
5521,sideways,neutral
5522,shares surge on report of possible takeover by,positive
5523,our approach is very much to only use raw materials that are produced in line with the principles of sustainable development,neutral
5524,s definitely too big for to acquire said an analyst but would appear to have an agenda for ahead of the,neutral
5525,headquartered in helsinki finland is a global company involved in the development manufacture and marketing of high performance materials,neutral
5526,the redesigned crushing circuit has been in operation since the start of september and its overall production rate on a weekly basis is in excess of an average of tonnes a day,neutral
5527,the combination of all services enabling us to offer a complex and strengthened service chain not only limited to the baltic port connections but also for getting access to the world wide network into the mediterranean africa and north america says,positive
5528,key reasons to read this report report contains only relevant information leaving out excessive data,neutral
5529,adobe receives new rating from top analyst,positive
5530,as part of the agreement will also give a pct slice of a subsidiary operating in finland,neutral
5531,the order includes a log handling line peeling line and drying line for the production of parquet base layer veneer for s mill central sweden,neutral
5532,diluted earnings per share stood at versus,negative
5533,early technical buy signal for confirmation it needs some incentive,positive
5534,the data center will be built by combining an effective energy solution with technology,positive
5535,johnson raises prospect of investor payout,positive
5536,the chain has been trying to cut its own costs pressuring vendors such as fitness equipment manufacturer to slash prices,neutral
5537,solution a global company engaged in supplier to consumer business process optimization has announced the details of its dollars for dinosaurs program,neutral
5538,also the development of online businesses will continue,neutral
5539,method and system for controlling a hard disk drive using a physical interface was invented by marko finland,neutral
5540,had previously bought the stake in from during its reform,neutral
5541,in the first nine months of the company s net loss narrowed to from m for the corresponding period of,positive
5542,us dollar wipes out sales gains for,negative
5543,revenue grew by percent to million million from million,positive
5544,s revenue increased by to m in finland revenue went down by to m while sales abroad rose by to m sales increased in all the baltic countries as well as in russia and ukraine,positive
5545,decent pull back,negative
5546,master of jointly developed by siemens networks and and will be actively advertised by maxis in the end of may,neutral
5547,was looking for a long entry but todays price action wasnt appealing,neutral
5548,covered my small short for a loss flat on the day all cash now,positive
5549,return on equity stood at compared to in the third quarter of,positive
5550,the negotiation has resulted in the reduction of people in regular employment around half of which will be covered with pension arrangements,negative
5551,downside breakout looks to be coming soon,negative
