,sentence,sentiment
3997,the sale will result in a capital loss of for which obtained shares in march,negative
3998,the group s result before taxes was a loss of million,neutral
3999,the group s result before taxes was million,negative
4000,the group s sales during the period were million million and result before taxes was a loss of million,negative
4001,the fair value of investment properties was million,neutral
4002,a total of mn passenger ship journeys took place in the northern baltic sea in slightly down from mn in,negative
4003,finnish media group has issued a profit warning,negative
4004,finnish shipping company pretax loss totalled mn in the third quarter of compared to a profit of mn in the third quarter of,negative
4005,in finland the city of has said it will not pay compensation to food industry companies and atria for the lye leak into tap water that occurred in march,negative
4006,ab ss fell percent to kronor the lowest close since dec,negative
4007,according shipping company viking line the eu decision will have a significant financial impact,neutral
4008,according to matti of the parent company the company s performance in the first quarter of has remained clearly below the level of the corresponding period in,negative
4009,at some point in all separate company names such as among others will disappear,neutral
4010,s net sales in the first quarter is estimated to be m as compared to m in the first quarter,negative
4011,diluted earnings per share stood at versus,negative
4012,earnings per share amounted to a loss of,negative
4013,earnings per share amounted to a loss of,negative
4014,earnings per share amounted to a loss of to,negative
4015,earnings per share were at loss of,negative
4016,expense ratio was compared to in the corresponding period in,negative
4017,finnish automation solutions developer corporation helsinki issued on thursday september a profit warning for the third quarter of,negative
4018,finnish automation solutions developer corporation helsinki reported on thursday november an operating loss of m on net sales of m for the period january to september,neutral
4019,finnish communication electronics components supplier tuesday said sales in the first half of will be lower than during the same period a year ago,negative
4020,finnish forest industry group issued on thursday march a profit warning for the first quarter,negative
4021,finnish home decoration and arts and crafts retailer helsinki reported on monday august an operating loss of m on net sales of m for the period,neutral
4022,finnish technology company corporation helsinki issued on tuesday september a profit warning for the financial year,negative
4023,he said it is for sale again and we will be actively marketing it,neutral
4024,in q of the company s operating loss totalled mn compared to a profit of mn in q of,negative
4025,in the reporting period stood at versus,negative
4026,last year million passengers flew the airline down percent from,negative
4027,loss after financial items totalled mn compared to a profit of mn in the corresponding period in,negative
4028,loss for the period totalled mn compared to a profit of mn in,negative
4029,with one paper plant in finland one in the us and three in germany had revenues of in the first half of and an operating loss of said,negative
4030,net loss in the same period in was euro million,neutral
4031,siemens networks has struggled to make a profit in the past two years,negative
4032,operating loss amounted to mn in the first half of compared to a profit of mn in the first half of,negative
4033,operating loss of the pulp paper machinery unit was over mn in september august compared to a profit of mn a year earlier,negative
4034,operating loss totaled mn compared to a profit of mn in the corresponding period in,negative
4035,operating loss totaled mn compared to a profit of mn,negative
4036,operating loss totalled mn compared to a profit of mn in the first half of,negative
4037,operating loss totalled mn compared to a profit of mn in the third quarter of,negative
4038,operating loss totalled mn compared to a profit of mn in the second quarter of,negative
4039,operating loss totalled mn compared to a loss of mn in the corresponding period in,negative
4040,operating profit before nonrecurring items was mn in the first nine months of compared to in the corresponding period in,negative
4041,pretax loss totaled mn compared to a loss of mn in the corresponding period,negative
4042,pretax loss totalled mn compared to a profit of mn in,negative
4043,pretax loss totalled mn compared to a loss of mn in the corresponding period in,negative
4044,pretax profit totaled mn compared to mn in the first quarter of,negative
4045,publishing sweden s operating loss was mn in q of compared to a profit of mn a year ago,negative
4046,s malting capacity was in full use in,positive
4047,raw materials prices have surged in the past year fueled in part because of the rapid industrialization of china india and other developing nations,negative
4048,rivals say has fewer patents on g phones than on earlier versions and should lower its rates,negative
4049,the company reported today an operating loss of m on net sales of m for the first quarter,negative
4050,the company s annual loss amounted to mn compared to a profit of mn in,negative
4051,the fair value change of investment properties was mn compared to mn in the third quarter of,negative
4052,the impact of cableway to s net sales in is estimated to be million,neutral
4053,the stock was hit by the profit warning of finnish rival,negative
4054,finnish bank of land has issued a profit warning,negative
4055,finnish forest machinery manufacturer has issued a profit warning,negative
4056,cerberus capital management printing paper maker corp has posted mixed results casting a cloud over its planned initial public offering,negative
4057,finnish electronics manufacturing services ems company se posted a net loss of euro for the first half of compared to a net profit of euro for the same period of,negative
4058,finnish laboratory liquid handling and diagnostic test systems developer helsinki issued on tuesday june a profit warning for the financial year,negative
4059,finnish retail software developer solution reported a net loss of euro for versus a net profit of euro for,negative
4060,finnish textiles and clothing group posted a net profit of euro for compared to euro for,negative
4061,in s net loss was million compared to million in the previous year,negative
4062,in diluted loss per share stood at versus in the first half of,negative
4063,in october reported a net loss of euro million million compared with a net profit of euro million in,negative
4064,operating loss amounted to mn compared to a profit of mn in the second quarter of,negative
4065,operating loss before nonrecurring items was mn compared to a profit of mn in,negative
4066,operating profit margin was compared to a year earlier,negative
4067,operating profit was mn in compared to mn in,negative
4068,operating result showed a loss of mn while a year before it showed a profit of mn,negative
4069,performance in was impacted by the consolidation trend in the sector and the overall and structural changes in the contract manufacturing market in telecommunications technology and industrial electronics,negative
4070,the finnish maker of mobile phone chargers monday posted a million loss in the second quarter compared with a million profit in the same period the previous year,negative
4071,has also issued a profit warning,negative
4072,issued a profit warning on april,negative
4073,the operating loss amounted to mn compared to a profit of mn a year earlier,negative
4074,the cash and cash equivalents totaled m compared to m in the previous year,negative
4075,the poorest index figure was given to finnish power company,negative
4076,the real estate company posted a net loss of million per share compared with a net profit of million per share for the corresponding quarter of,negative
4077,the tightened competition situation in the production automation market has affected net sales during said,negative
4078,was down pct to extending recent lows after last week s report dealers said,negative
4079,operating profit excluding restructuring costs grew to million from million while operating profit including restructuring costs showed even larger growth to million from million,positive
4080,having a china based operation will not only enable us to fully leverage our resources and expertise in wireless solutions but also strengthen our capability to offer products for our customers in china,positive
4081,cost cutting measures which have produced around of savings over the past nine months have dampened the airline s loss said,positive
4082,the groups s turnover for the full fiscal year is expected to show a slight increase from the previous fiscal year,positive
4083,the talks are aimed at restructuring operations and cutting costs,positive
4084,this transaction supports s strategic review of rigid plastic consumer goods operations says s,neutral
4085,consolidated operating profit excluding items was mn up from mn a year earlier,positive
4086,excluding nonrecurring items was estimated to increase from,positive
4087,in february new wording of identity documents act that makes mobile id a electronic document as of february st entered into force,neutral
4088,lean system supports change management and component purchasing extremely well,positive
4089,operating profit excluding nonrecurring items increased by to mn from mn in the corresponding period in,positive
4090,the planned ethanol and energy production plant can operate in correlation with a waste treatment unit or a paper mill,neutral
4091,this transaction will also rationalize our pulp and paper industry related solutions,positive
4092,cash flow from business operations totalled mn compared to a negative mn in the first half of,positive
4093,cash flow from operations totalled mn compared to a negative mn in the corresponding period in,positive
4094,cash flow from operations totalled mn compared to a negative mn in the second quarter of,positive
4095,excluding nonrecurring items totalled mn up from mn,positive
4096,finnish energy company said on november it was granted an environmental permit to build a combined heat and power plant in harbor in eastern stockholm,positive
4097,following the transaction has worldwide rights for excluding north america mexico turkey and,positive
4098,was up pct to after kicking off the morning in negative territory,positive
4099,return on investment was compared to a negative in,positive
4100,the district court of helsinki dismissed all charges as the court of first instance in,positive
4101,thus the method will cut working costs and will fasten the planning and building processes,positive
4102,by cutting the number of plants the group will trim fixed costs,positive
4103,results are expected late in,neutral
4104,the copying republication or redistribution of news content including by framing or similar means is expressly prohibited without the prior written consent of news,neutral
4105,the company reported a profit of euro the sale of its partners subgroup and a loss of euro caused by the sale of its program production subsidiary oy fine ab,neutral
4106,so far norwegian has reduced the staff levels by people and plans to reduce production by tons in while is to cut staff by people and production by tons,negative
4107,the extracted filtrates are very high in clarity while the dried filter cakes meet required transport moisture limits their ore grades,neutral
4108,march finnish electronics contract manufacturer hel said today its plan to merge wholly owned ems group with oy has hit a snag as shareholders of the domestic rival rejected the deal,negative
4109,as part of its new strategy finnish is planning to incorporate its diagnostics business into a separate limited company,neutral
4110,finnish denies claims made in the press that the company is giving up its mobile handset business,neutral
4111,after the split the number of k shares will be and the number of a shares,neutral
4112,all reproduction for further distribution is prohibited,neutral
4113,as a consequence the works council had withdrawn its petition to suspend the,neutral
4114,during the negotiations a reduction of persons has taken place through natural redundancy or termination of contracts,neutral
4115,said s slogan best coverage across estonia clearly gives misleading information to consumers,negative
4116,established in the group is a private finnish construction concern with operations in finland the baltic countries and russia,neutral
4117,in this case the effect would be negative in finland,negative
4118,initial estimated total value of the contract was euros excluding vat,neutral
4119,it would be premature to talk about dates volume and the investment procedure he said,neutral
4120,mr however refused to comment the option that would consider buying into bank,neutral
4121,and announced that resident evil degeneration will be released on later this year,neutral
4122,will certainly disagree with s views on the patent situation,negative
4123,was elected as vice chairman of the board,neutral
4124,laine has been appointed as the chairman and as the vice chairman of the board,neutral
4125,s steel mill in in finland is the suspected source,negative
4126,possible personnel reductions concern approximately people,negative
4127,risk exposure by nonlife insurance moving month expenses by function in nonlife insurance excluding expenses for investment management and expenses for other services rendered nonlife insurance investment portfolio by allocation,neutral
4128,secure your files online like filling out a tax return making a backup is boring,neutral
4129,that s what i go to bed worrying about every night he said,negative
4130,the challenge for the company however is finding new sources of raw material said of oil,neutral
4131,the company initially estimated that it would cut up to jobs,negative
4132,the company will try to adapt the operations through temporary layoffs of different duration working hour arrangements training and development efforts,neutral
4133,the effect may remain however,neutral
4134,the application joins the app as part of monster s range of mobile applications for job hunting,neutral
4135,the issue came up in connection with discussion with local municipalities concerning the sale of water to industrial facilities,neutral
4136,the number of bodily injury cases quadrupled in,negative
4137,the purchase price will be paid in cash upon the closure of the transaction scheduled for april,neutral
4138,the size of the extension of which already has been let will have a gross area of about sq m sq ft,neutral
4139,the foundation plans to revise its procedures for testing and signing software after digitally signing a trojan for its mobile phone operating system by mistake,neutral
4140,the terms and conditions of the stock option scheme are available on the company s internet pages,neutral
4141,the third applicant was dropped,neutral
4142,s service is also used to send process and receive materials related to absentee voting,neutral
4143,trading code number of shares gratuitous after the transfer holds a total of own shares,neutral
4144,my wife is looking forward to getting a paycheck again he quipped recently as a current swirled around his anchored and heavily sponsored jet sled,neutral
4145,that s a very high figure on the european scale noop said recalling however that this also includes beer bought by finnish tourists,neutral
4146,should check who s following them and be cautious when clicking on and,neutral
4147,we have the most expensive water brand in finland at the moment,neutral
4148,september finnish electrical components maker hel announced today the launch of its latest twist charger platform,neutral
4149,a total of stock options were issued in the stock option scheme,neutral
4150,a worm set to activate friday will corrupt documents using the most common file types including,neutral
4151,according to swedish authorities traces of the very toxic osmium tetroxide have been found on the coast of the northernmost part of the gulf of,negative
4152,finnish airline is starting the temporary layoffs of cabin crews in february,negative
4153,finnish energy company has set itself new stricter target limits for carbon dioxide emissions from its heat and electricity production,neutral
4154,finnish food workers union sel plans to hasten its collective bargaining with a strike that would begin on april in finland,negative
4155,finnish that in the building of log houses is planning to use pine from russian,neutral
4156,finnish is again trying to acquire italian a manufacturer of gantry cranes and reach stackers,neutral
4157,finnish s mill is starting negotiations to cut staff,negative
4158,finnish nordic aluminium is starting negotiations in finland that concern all staff groups,neutral
4159,finnish publishing and printing group will introduced a staff smoking ban as of the beginning of at the company s three newspapers,neutral
4160,finnish group s mail order unit hobby hall has launched a trial marketing campaign in russia,neutral
4161,finnish flexible packaging is cutting jobs in its unit in and two in in finland,negative
4162,in finland media group will start personnel negotiations to cut staff in parent company and publishing unit media,negative
4163,according to s food marketing used to be reactive and inconsistent,negative
4164,according to the prosecutor the share transactions were carried out after had proceeded in the negotiations concerning the acquisition of swedish meats,neutral
4165,according to consumers are advised to cut away the rabbits bow tie that contains the and dispose of it,neutral
4166,all other charges were dismissed,neutral
4167,sports is a lebanon new hampshire usa based distributor of eg ski shoes and skis ski poles start ski waxes and now also skis,neutral
4168,among the biggest christmas sellers were a satin bow shift dress styled on outfits worn by victoria and a paris prom dress,neutral
4169,among the scandinavian companies present in st petersburg is also named the swedish concern which implements projects in the field of asphalt production road and housing construction project swedish krona,neutral
4170,an international conference call and audio concerning the financial result will begin at,neutral
4171,another problem is long drinks,neutral
4172,refuted a report by the finnish daily as if the company was reorganizing its operations in the baltic countries,neutral
4173,president of s industrial solutions unit told financial news the company has put off opening the mine as prices of phosphate have been quite depressed for a long time,negative
4174,applying for summer work is seen as laborious and stressful,negative
4175,chief executive officer lakshmi has already cut output at some furnaces,negative
4176,as a part of the plan the board of directors decided to transfer a maximum of shares held by the company in a share issue against payment directed to management oy a holding company acquired by the management,neutral
4177,as a result people will be made redundant and a total of persons are laid off temporarily,negative
4178,as a result it has started negotiations with the banks on provisional amendments concerning the covenants and other credit terms,neutral
4179,as a result of these negotiations the company has decided to make people redundant on financial and production grounds,negative
4180,as production of other products will continue normally temporary layoffs concern simultaneously at most employees,negative
4181,atria said its offer would give the swedish company continued ownership and control of its slaughtering and cutting operations,neutral
4182,aug curbed delivered by and now the latest from racked covering shopping and retail from the sidewalks up,neutral
4183,bertrand has been the vice chairman of the board of directors of solution since april,neutral
4184,bovine slaughtering and cutting at the facility will be transferred to the slaughterhouse,neutral
4185,chief executive officer s changes on tuesday mark the third time in nine months the company has reshuffled executives and operations as loses ground to apple s and rim s blackberry,negative
4186,cuts equivalent to the costs of about employees are the target the company said,negative
4187,announced in its stock exchange release on november th that jt has resigned from the chairmanship and membership of the board of,negative
4188,international machinery rental company helsinki said on friday may that its president and kari has informed the board of his intention to retire in year,neutral
4189,finnish electrical components maker hel announced today the launch of its latest twist charger platform,neutral
4190,finnish soapstone processing and fireplaces maker said on february it would cut less than jobs from its fireplace sales organization production facilities and its subsidiary oy,negative
4191,finnish flexible packaging owned by local textile company corporation group hel said today that it would start employee negotiations concerning its entire personnel in finland,negative
4192,finnish group that provides papermaking technology and process machinery is starting negotiations concerning the temporary layoffs of all employees at the company s plants in and in finland,negative
4193,is looking to invest in several new production units including a new unit at its combined heat and power plant and a production unit at plant,neutral
4194,get in this report is delayed,neutral
4195,global life science industry is strictly regulated by international and national authorities,neutral
4196,he said he has been losing five families a month to the economy as many make alternative arrangements to save money,negative
4197,his resignation will take effect immediately,neutral
4198,s rigid plastic consumer goods operations which are mainly in europe will be separated into a new reporting segment as of january,neutral
4199,in addition the production at the factory will be stopped at the beginning of april,negative
4200,in addition the production personnel of the sport division have been given a temporary layoff warning,negative
4201,in december announced the dismissal of roger who had headed the company since,neutral
4202,in europe the paper industry s situation is paradoxical,neutral
4203,in parallel has decided to conduct a compulsory acquisition,neutral
4204,in sweden there is an oversupply of pharmacies,negative
4205,furniture is presently negotiating staff cuts,negative
4206,initially the company said a maximum of people would be made redundant in the parent company and about in its subsidiaries,negative
4207,it is a disappointment to see the plan folded,negative
4208,it is the most awkward thing to use if you re holding the phone with one hand,negative
4209,police are looking for a man who they say terrorized three males at gunpoint on east maple avenue this afternoon shooting one of them and kidnapping another,negative
4210,jussi member of the board since will renounce his seat in board,neutral
4211,has previously published a stock exchange release concerning the deal on february,neutral
4212,was dismissed from her post of editor in chief of the group s newspaper lapin kansa in december,negative
4213,last year cut production closed mills in finland and slashed jobs,negative
4214,less than ten people will face pension agreements,neutral
4215,adp news jan finnish industrial machinery company group hel wats said today that its subsidiary would cut jobs in finland,negative
4216,dec finnish cutlery and hand tools maker abp hel said today that it will make redundant a total of office and management staff members of its subsidiary group,negative
4217,dec finnish investment group hel said today that it will furlough employee in its unit cables for less than days starting in january,neutral
4218,managing director timo of infra nevertheless points out the continued need for infrastructure construction in the baltic markets,neutral
4219,more than customers were left powerless,negative
4220,mr kari will carry on as chairman of the board and mr matti as,neutral
4221,will start statutory negotiations at the board mill that concern about people,neutral
4222,oil s refineries have a combined crude oil refining capacity of approximately barrels a day,neutral
4223,new chairman of the board of directors mr will give a presentation and answer questions,neutral
4224,has inaugurated its manufacturing plant near on mar,neutral
4225,is requesting that the companies stop making and selling the mobile phones and pay monetary damages and costs,neutral
4226,on march refused to comment the news in any way,neutral
4227,s board also decided at its organisational meeting held upon completion of the to implement the decision concerning board member fees paid as shares in such a way that shares are transferred on a quarterly basis on the date following publication of the report,neutral
4228,fishing frenzy,neutral
4229,residents access to the block is planned to be from street,neutral
4230,russian media ventures minority shareholder peter denied the plans to sell ova press the daily said,neutral
4231,russian officials inspected the damage and gave the vessel permission to continue to at around am the mt sten nordic was carrying tons of gas oil and was manned by a filipino crew,neutral
4232,announced the stock option scheme on december,neutral
4233,will execute the temporary layoffs by and the job cuts by march,negative
4234,shock phase consumers have once again started to plan and implement building projects,neutral
4235,licenses for the games cost as little as while purchasing a game outright can cost as much as or,neutral
4236,so mr made savings adjustments of his own buying less liquor and watching portion sizes,neutral
4237,some people of whom more than are workers will be retiring from the works between and,neutral
4238,swot analysis is just one method of categorization and has its own weaknesses,neutral
4239,the adjustments concern staff in both the specialty papers and the fiber composites segments,neutral
4240,the appointments will be in force until the new has been appointed,neutral
4241,the authorisation is in force until the end of the next annual general meeting and repeals the authorisation to acquire own shares given by the general meeting held on april,neutral
4242,the authorization is in force for a period of months from the resolution by the general meeting,neutral
4243,the business had gross written premiums of m m in a net combined ratio of and staff in total with offices in the germany and benelux,neutral
4244,the chilled meat products category led the meat fish and poultry market in finland accounting for a share of,neutral
4245,the company can be split into two parts over the coming months with owning and operating production and supply and owning and operating the grid,neutral
4246,the company has a continuous need for alloys such as nickel ferrochrome molybdenum and manganese in its production said,neutral
4247,the company is reportedly searching for a replacement for,neutral
4248,the company plans to close two of the three lines at the plant where some jobs are under threat,negative
4249,the contract also includes cutting and edging wagon parts at s steel service centres in and both in southwestern finland from where they will be delivered to vr for welding and assembly,neutral
4250,the copying republication or redistribution of news content by framing or similar means is expressly prohibited without the prior written consent of news,neutral
4251,the cosmetics collection includes an eye shadow face powder lip gloss mascara and accessories,neutral
4252,the e will be available for rs per handset across india india managing director d told reporters,neutral
4253,the talks concerned about people that is the whole staff in finland,neutral
4254,the exercise originated in finland in the early s as a training method for skiers,neutral
4255,the first phase of the logistics complex envisages the completion of some sq m of logistics premises and the gatehouse building in november,neutral
4256,the gross area of eight houses will be m,neutral
4257,the gross area of the project will be about sq m sq ft,neutral
4258,the incident happened at pm on avenue at road,neutral
4259,the interim report for the first quarter is published on may,neutral
4260,the largest restructuring is planned for italy where negotiations on about job cuts are to be initiated today the company noted,negative
4261,the layoff talks were first announced in august,neutral
4262,the machines will cease production by the end of february,neutral
4263,the measures result from weak demand in the shipbuilding industry,negative
4264,the mill s raw material need will increase by m of wood,neutral
4265,the negotiations concern personnel of corporation and oy as whole in finland and in sweden the company said,neutral
4266,the negotiations will concern the plant s department producing winded roving that employs people,neutral
4267,the new apartment block is going up very close to the city center explained chairman of the board of as,neutral
4268,the plant will be fired with a combination of spruce bark chipped logging residues or milled peat,neutral
4269,the production is to be liquidated before june and employees loose their jobs,negative
4270,the project will be a x mw power plant located some km south of hanoi the company said,neutral
4271,the prosecutor is also demanding pay a fine of at most,negative
4272,the pulp production in finnish will also be liquidated and about employees loose their jobs,negative
4273,the redesigned crushing circuit has been in operation since the start of september and its overall production rate on a weekly basis is in excess of an average of tonnes a day,neutral
4274,the resignation will be in effect immediately,neutral
4275,the scheme for and is practically identical except that it involves the merger of their stakes in and,neutral
4276,the share subscription period for c options will commence on september and expire on march,neutral
4277,the share subscription period will expire on september,neutral
4278,the subscription period of sports warrant scheme will end on december,neutral
4279,the terms and conditions of stock option scheme are available on the group s,neutral
4280,the transaction included also the transfer of the lease agreement concerning manufacturing premises and employment agreements related to these operations,neutral
4281,the utility will also provide services related to electricity management such as hedging trades and risk management and reporting,neutral
4282,they are also upset that some of the machinery and work is taken over to poland,negative
4283,they will cover all forest industry s units and employees in finland and concern temporary and permanent layoffs,negative
4284,this is bad news for the barbeque season,negative
4285,this is due to the postponement of the of projects in the negotiation phase from the earlier estimation,neutral
4286,works employs of whom more than have been in the scope of the or temporary layoffs in period,negative
4287,we are adjusting to the present situation by cutting our capacity and costs without however jeopardising our asia strategy over the longer term,neutral
4288,when cruising the revs fall as less engine output is required,neutral
4289,when the web user clicks on the link contained in the mail he finds himself on a bogus site that imitates that of his bank and which retrieves his personal banking data,negative
4290,viking line has canceled some services,negative
4291,z s longstanding md dino has retired at the end of,neutral
4292,i m trying to deal with slavery from a different perspective to balance the story says formerly a writer at the detroit free press and the detroit news,neutral
4293,oil has responded to the challenge posed by the european union s target of accounting for of traffic fuel usage in the eu by by developing its technology for producing diesel fuel from the federation said,positive
4294,soon after the collisions started,neutral
4295,the biggest challenge was to make the piece look raw said,neutral
4296,the rest of this week s tapings of jimmy live have been canceled until he is back on his feet,neutral
4297,there s the issue of thieves stealing them from building sites said mr smith,negative
4298,we have a license agreement with corp which in part expires on april,neutral
4299,november finnish office furniture maker hel maras said today that it will make redundant three people and other nine will be laid off permanently from the company s office staff and factory workers,negative
4300,january finnish media company alma media corporation hel said today its online recruitment service monster oy will partner with local newspaper publisher in listing job advertisements,neutral
4301,a agreement expired earlier this month,neutral
4302,a few months ago vice chairman phillip frost and marathon venture capital fund mara sold shares,neutral
4303,after chuck smith was laid off on may from his housing consultant job he and his wife had to cut spending in half for their family of six having to rely on his wife s income about the same as his alone,negative
4304,after the split the company would have series a shares and series k shares,neutral
4305,after the transaction s holding in alma media has fallen below the flagging limit of,neutral
4306,and reportedly will shell out million,neutral
4307,at pm eastern time a block of contracts changed hands at a bid price of,neutral
4308,brewery based in the region reported a decrease in output to million decaliters in a representative in the administration of the company told,negative
4309,boats oy in boat building and designs manufactures and sells rigid inflatable boats rib primarily for the baltic sea market,neutral
4310,s manager jarmo said hiring of equipment and machinery in lithuania differs from the other baltic countries in that in lithuania still many public structures such as roads bridges airports and shops are being built,neutral
4311,currently the quarterly applied surcharges differ significantly from the actual market prices,neutral
4312,fine ab will be transferred to in the form of a subsidiary,neutral
4313,finnish bank said monday it will buy the swedish operations of iceland s troubled bank for million kronor million in cash,neutral
4314,also has a blocking stake in northwestern,neutral
4315,he found him again however after the driver was involved in a accident,neutral
4316,helsinki the mobile phone charger manufacturer said it has appointed as its new following the resignation of mats,neutral
4317,produces many turkey products such as cold cuts,neutral
4318,however the brokers ratings on the stock differ,neutral
4319,however the suspect stole his burgundy,negative
4320,in a media advisory the said that after subsequent testing the train detection system intermittently failed,negative
4321,in finland snow storms brought trees down on power lines cutting off electricity for some households,negative
4322,in the spring a total of stock options b were annulled,neutral
4323,information system supplier up pct was the next most heavily traded share after a software house acquired pct of the company this morning for just under,neutral
4324,it s very difficult to become a analytics channel partner,neutral
4325,corporate executive vice president of says the russian food retail sector is fragmented,neutral
4326,layoffs will also take place at the and plants this autumn as a result of codetermination negotiations held there,negative
4327,estimates the need for personnel reductions to amount to people,negative
4328,most of the layoffs will be in finland,negative
4329,most of the permanent layoffs will be in the plywood and sawn timber sectors of the finnish company s operations at several domestic mills where earlier this year it temporarily laid off some workers to save costs,negative
4330,the world s maker of cell phones unveiled the new phone tuesday in a bid to resurrect its ailing handset business,neutral
4331,said they tried to gather macroeconomic perspective to see how malaysia was doing,neutral
4332,has been employed by the abb group in various positions concerning the development of operations,neutral
4333,paper companies were in negative territories with r shedding pct to down pct at and b pct lower at,negative
4334,aims to find work from the group s other locations for those who have been made redundant,neutral
4335,temporary layoffs in these units have already started,neutral
4336,the beers differ slightly from mainstream beers,neutral
4337,the company operates a us division in lisle ill,neutral
4338,the company says it is difficult to estimate the market situation for the whole year,neutral
4339,the contract also includes cutting and edging wagon parts at s steel service centres in and from where they will be delivered to vr for welding and assembly,neutral
4340,the current reference grade instruments are challenging to operate due to their high price and complexity for routine use,negative
4341,the deal covers auto oy ab s sales and services concerning volkswagen and in helsinki and,neutral
4342,the difference can be explained by the fact that two shipping companies have stopped operating in the gulf of finland,neutral
4343,the dollar fell though against the pound and the yen,negative
4344,the engines of the vessel can operate on liquefied natural gas with low emissions,neutral
4345,the emerging markets that has chosen to enter so far are marked by relatively low per capita food consumption,neutral
4346,the employer together with health personnel supports quitting and pays part of the cost of nicotine treatments,neutral
4347,the equipment is designated to africa logistics terminal societe du terminal de in ivory coast and the delivery is scheduled to start in march,neutral
4348,the evidentiary hearing in the investigation is scheduled for april may,neutral
4349,the finnish food concern atria is about to acquire two estonian meat processing companies and reported the official,neutral
4350,the floor area of the project will be sq m and the building s gross area will total sq m a total of the facilities have been let,neutral
4351,the floor area of the project will be sq m sq ft and the building s gross area will total sq m a total of the facilities have been let,neutral
4352,the measures result from the statutory joint negotiations with employees which started in february and concerned all operations in the country,neutral
4353,the said investigators are set to conduct sight distance tests on july using trains similar to those involved in the accident,neutral
4354,the number of salaried employees and group administration employees to be dismissed from the units is,negative
4355,the pine oil project is related to the upgrade of the chemical recovery plant of at its pulp mill in southern finland,neutral
4356,the product range includes marinated olives cold cuts and pates for example,neutral
4357,the statutory negotiations at headquarters are part of this decrease,neutral
4358,the talks concerned about people in finland and the initial estimate was for about redundancies said,neutral
4359,the terms and conditions of the year stock option scheme were published in a stock exchange release on march,neutral
4360,the total number of filling stations has been on the decrease recently,negative
4361,these restrictions do not apply to statutory dividends,neutral
4362,this action follows personnel negotiations concerning se finnish branch finland oy and design center oy,neutral
4363,unbelievably the company that makes them corporation was formed in when a dutch merchant named peter was given a charter to establish a blast furnace and forging operation in the small finnish village of,neutral
4364,we have also cut our price projections for paper and packaging an analyst with said on a note on monday,negative
4365,why put up costly cell phone towers in thinly populated areas when a few balloons would do,neutral
4366,viking line has also been forced to alter its timetable so that ferries traveling from stockholm to helsinki finland only depart at night,neutral
4367,yakima created the position for him after emerging from economic downturns of its own,neutral
4368,zip experts warned tuesday,neutral
4369,finnish industrial group group has brought counter action against finnish metal company in the dispute concerning the names of the companies,negative
4370,this one was at one time targeted for june but if we had to guess it s been pushed back maybe we re crazy but we feel like it has nt leaked enough to meet that date at this point,neutral
4371,border guard service has banned the mooring of the company ferry on its test travel at the terminal of the russian port as the border checkpoint is not yet ready,negative
4372,those uncertainties cloud the outlook,negative
4373,october finnish environmental management company hel or lt said monday it expects its operating profit excluding nonrecurring items for the whole to be slightly lower than in,negative
4374,according to finnish petrol station chain st s managing director kim the company was forced to make purchases with rising prices in the first half of and now consumer prices are going down almost daily due to competition,negative
4375,according to the latvian business register latvia closed in red with on turnover of mn for,negative
4376,dolce has asked the european union to declare corporation s floral pattern trademark invalid in a continuing dispute between the two companies,negative
4377,said that the cancellation of flights would cause daily losses of million us million,negative
4378,food sales totalled mn in october representing a decrease of from october,negative
4379,adp news may bank of america downgraded today its ratings on paper maker hel and on finnish sector player hel to,negative
4380,operating profit excluding nonrecurring items totaled mn compared to mn in the corresponding period in,negative
4381,reported a loss per share of for the first half of against of in the corresponding period of,negative
4382,the air traffic of finland has been in stoppage since then,negative
4383,the hack had been extra nefarious because the tweets activated without being clicked on it was enough for web surfers to move their mouse cursors over them,negative
4384,the move was triggered by weak demand for forestry equipment and the uncertain market situation,negative
4385,the situation of coated magazine printing paper will continue to be weak,negative
4386,a high court in finland has fined seven local asphalt companies more than lion million for operating a cartel,negative
4387,the estonian electronic components factory is running out of material because of the closure of air traffic,negative
4388,all the ferries had run into trouble just outside the stockholm archipelago made up of more than islands,negative
4389,and us energy executives say high steel prices are threatening energy exploration,negative
4390,as capacity was cut with the passenger load factor was down percentage points,negative
4391,at present the trade mark is outside the northwest of russia,negative
4392,copper lead and nickel also dropped plummeted to pence after saying this year,negative
4393,divisional sales demand in the half remained inconsistent it added,negative
4394,during the strike estimates to incur a net loss of between and m per day,negative
4395,earnings per share dropped to from,negative
4396,deputy chairman of the board juri told on wednesday that this was the first time he heard about the strike as the swedish side had not informed the estonian union yet,negative
4397,s passenger load factor which measures the number of sold seats as a share of all available seats dropped by percentage points to in september,negative
4398,frost sold shares for million at per share compared with friday s high of and low of,negative
4399,operating result for was million negative,negative
4400,s net profit for the third quarter of dropped to euro from euro for the corresponding period of,negative
4401,in q of the company s result before taxes from continuing operations excluding nonrecurring items totalled mn compared to mn in the corresponding period in,negative
4402,said in court papers that the union action delayed repairs to elevators at the federal courthouse on jan and the state office building on jan,negative
4403,lt s net profit for the whole dropped to million from million for,negative
4404,s operating profit excluding nonrecurring and imputed items for the second quarter was m down from m a year ago,negative
4405,last year s third quarter result had been burdened by costs stemming from restructuring in the us,negative
4406,many of the commercial vessels had got stuck in the narrow bay of where the ice is thicker and around the islands,negative
